url,scrapeDatetime,price,addressline1,addressline2,po,mls,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po3,CAGR
https://www.realtor.ca/real-estate/24166520/th07-1048-wellington-street-halifax-halifax,"03/26/2022, 13:55:34",749900.0,TH07 1048 Wellington Street,"Halifax, Nova Scotia B3H2Z8",B3H2Z8,MLS  Number: 202204711,2 + 0,2.0,3.0,Single Family,Row / Townhouse,2.0,Halifax,Condominium/Strata,under 1/2 acre,2021.0,"Garage, Underground",5 days,,1141.0,"Gas stove(s), Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Intercom",,,,None,B3H,0.0
https://www.realtor.ca/real-estate/24163551/5909-rogers-drive-halifax-halifax,"03/26/2022, 14:02:26",2395000.0,5909 Rogers Drive,"Halifax, Nova Scotia B3H1E9",B3H1E9,MLS  Number: 202204628,3 + 0,3.0,5.0,Single Family,House,2.0,Halifax,Freehold,under 1/2 acre,1955.0,"Garage, Detached Garage, Interlocked",6 days,"Nov 30, 2006 Sold $465,000",3839.0,"Cooktop - Propane, Oven - Electric, Dishwasher, Refrigerator, Wine Fridge",Poured Concrete,Detached,,,B3H,0.1078750586505481
https://www.realtor.ca/real-estate/24163234/32-hadley-crescent-spryfield-spryfield,"03/26/2022, 14:03:34",649900.0,32 Hadley Crescent,"Spryfield, Nova Scotia B3N0E4",B3N0E4,MLS  Number: 202204623,4 + 0,4.0,4.0,Single Family,House,3.0,Spryfield,Freehold,under 1/2 acre,2021.0,"Garage, Attached Garage",7 days,"Nov 25, 2020 Sold $496,255",2546.0,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,None,B3N,0.1443814797497575
https://www.realtor.ca/real-estate/24163093/49-braemount-drive-halifax-halifax,"03/26/2022, 14:03:57",299900.0,49 Braemount Drive,"Halifax, Nova Scotia B3M3P3",B3M3P3,MLS  Number: 202204620,3 + 0,3.0,2.0,Single Family,Row / Townhouse,2.0,Halifax,Condominium/Strata,under 1/2 acre,1980.0,,7 days,,1798.0,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,,,,B3M,0.0
https://www.realtor.ca/real-estate/24160044/116-7-jamieson-street-dartmouth-dartmouth,"03/26/2022, 14:08:25",224900.0,116 7 Jamieson Street,"Dartmouth, Nova Scotia B3A4L2",B3A4L2,MLS  Number: 202204570,2 + 0,2.0,1.0,Single Family,Apartment,1.0,Dartmouth,Condominium/Strata,,1976.0,Parking Space(s),7 days,,748.0,"Range - Electric, Fridge/Stove Combo",,,,None,B3A,0.0
https://www.realtor.ca/real-estate/24159919/17-aldergrove-drive-halifax-halifax,"03/26/2022, 14:09:34",299900.0,17 Aldergrove Drive,"Halifax, Nova Scotia B3R1M6",B3R1M6,MLS  Number: 202204564,2 + 0,2.0,1.0,Single Family,House,1.0,Halifax,Freehold,under 1/2 acre,1969.0,Gravel,7 days,,790.0,"Stove, Dryer, Washer, Refrigerator",Concrete Block,Detached,Character,Crawl space,B3R,0.0
https://www.realtor.ca/real-estate/24159758/14-barclay-avenue-halifax-halifax,"03/26/2022, 14:09:11",429900.0,14 Barclay Avenue,"Halifax, Nova Scotia B3R1B2",B3R1B2,MLS  Number: 202204562,4 + 2,6.0,3.0,Single Family,House,2.0,Halifax,Freehold,under 1/2 acre,2005.0,Parking Space(s),7 days,,2250.0,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3R,0.0
https://www.realtor.ca/real-estate/24159012/11-overdale-lane-dartmouth-dartmouth,"03/26/2022, 14:13:21",599900.0,11 Overdale Lane,"Dartmouth, Nova Scotia B3A3V2",B3A3V2,MLS  Number: 202204541,3 + 2,5.0,3.0,Single Family,House,1.0,Dartmouth,Freehold,under 1/2 acre,1969.0,,8 days,"Jul 11, 2013 Sold $344,000",2596.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,2 Level,Full (Finished),B3A,0.0637402737215866
https://www.realtor.ca/real-estate/24158705/53-titanium-crescent-halifax-halifax,"03/26/2022, 14:14:53",575000.0,53 Titanium Crescent,"Halifax, Nova Scotia B3P0J3",B3P0J3,MLS  Number: 202204538,3 + 0,3.0,4.0,Single Family,House,2.0,Halifax,Freehold,under 1/2 acre,2020.0,Garage,8 days,,1950.0,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3P,0.0
https://www.realtor.ca/real-estate/24158596/6317-york-street-halifax-halifax,"03/26/2022, 14:17:17",829900.0,6317 York Street,"Halifax, Nova Scotia B3H2K6",B3H2K6,MLS  Number: 202204525,3 + 0,3.0,3.0,Single Family,House,2.0,Halifax,Freehold,under 1/2 acre,1917.0,,8 days,"Jun 28, 2018 Sold $643,500",1730.0,"Stove, Gas stove(s), Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B3H,0.0656615671787599
